id,name,lat,lon,tags,rating,visit_duration_min,entry_fee,open_hour,close_hour
1,Anh Quyền,10.766127,106.622366,accommodation;hotel,4.9,0,0,0,23
2,Bach Suites Saigon,10.782421,106.696602,accommodation;hotel,4.9,0,0,0,23
3,Bãi Dâu,10.371262,107.058855,accommodation;hotel,4.9,0,0,0,23
4,Diamond Star Hotel,10.345552,107.077097,accommodation;hotel,4.9,0,0,0,23
5,FI House,10.790858,106.704859,accommodation;hotel,4.9,0,0,0,23
6,Gia Huy Hotel,10.772005,106.696902,accommodation;hotel,4.9,0,0,0,23
7,Hoàng Nam,10.331452,107.087604,accommodation;hotel,4.9,0,0,0,23
8,Khách Sạn & Cafe Like,10.770278,106.689784,accommodation;hotel,4.9,0,0,0,23
9,Khách Sạn 4 Sao New Pacific,10.78384,106.682861,accommodation;hotel,4.9,0,0,0,23
10,Khách Sạn 68,10.767946,106.695098,accommodation;hotel,4.9,0,0,0,23
11,Khách Sạn Bel Ami,10.786907,106.653198,accommodation;hotel,4.9,0,0,0,23
12,Khách Sạn Blue River 2,10.766402,106.699614,accommodation;hotel,4.9,0,0,0,23
13,Khách Sạn Bạch Trinh,10.852351,106.655875,accommodation;hotel,4.9,0,0,0,23
14,Khách Sạn Cam,10.768356,106.69396,accommodation;hotel,4.9,0,0,0,23
15,Khách Sạn Common inn,10.771822,106.693818,accommodation;hotel,4.9,0,0,0,23
16,Khách Sạn Eden,10.848379,106.656903,accommodation;hotel,4.9,0,0,0,23
17,Khách Sạn Hiền Hòa,10.842331,106.658357,accommodation;hotel,4.9,0,0,0,23
18,Khách Sạn Hoa Sen,10.77751,106.705702,accommodation;hotel,4.9,0,0,0,23
19,Khách Sạn Hoàng Ngân,10.771495,106.690068,accommodation;hotel,4.9,0,0,0,23
20,Khách Sạn Hà Vy,10.766539,106.691256,accommodation;hotel,4.9,0,0,0,23
21,Khách Sạn Hạnh Phúc,10.767873,106.694807,accommodation;hotel,4.9,0,0,0,23
22,Khách Sạn Hồng Nam,10.76611,106.642336,accommodation;hotel,4.9,0,0,0,23
23,Khách Sạn King,10.779928,106.703939,accommodation;hotel,4.9,0,0,0,23
24,Khách Sạn Lee,10.767715,106.694402,accommodation;hotel,4.9,0,0,0,23
25,Khách Sạn Linh Giang 2,10.772939,106.671868,accommodation;hotel,4.9,0,0,0,23
26,Khách Sạn May,10.777819,106.700755,accommodation;hotel,4.9,0,0,0,23
27,Khách Sạn Minh Tâm,10.802147,106.647141,accommodation;hotel,4.9,0,0,0,23
28,Khách Sạn Nguyệt Vân,10.761793,106.691406,accommodation;hotel,4.9,0,0,0,23
29,Khách Sạn Phương Đông,10.342823,107.091284,accommodation;hotel,4.9,0,0,0,23
30,Khách Sạn R.Lane,10.763094,106.693128,accommodation;hotel,4.9,0,0,0,23
31,Khách Sạn Saigon Backpacker's,10.768564,106.693219,accommodation;hotel,4.9,0,0,0,23
32,Khách Sạn Silverland Jolie,10.777414,106.705819,accommodation;hotel,4.9,0,0,0,23
33,Khách Sạn Thanh Tùng,10.796744,106.626086,accommodation;hotel,4.9,0,0,0,23
34,Khách Sạn The Spring,10.778942,106.703069,accommodation;hotel,4.9,0,0,0,23
35,Khách Sạn Thiên pHÚ,10.825229,106.719142,accommodation;hotel,4.9,0,0,0,23
36,Khách Sạn Tân Bình,10.825853,106.632972,accommodation;hotel,4.9,0,0,0,23
37,Khách Sạn Viên Long,10.752857,106.668304,accommodation;hotel,4.9,0,0,0,23
38,Khách Sạn Vui,10.333338,107.08199,accommodation;hotel,4.9,0,0,0,23
39,Khách Sạn White Lion,10.768987,106.683235,accommodation;hotel,4.9,0,0,0,23
40,Khách Sạn Windsor Plaza Sài Gòn,10.758007,106.673283,accommodation;hotel,4.9,0,0,0,23
41,Khách Sạn Xena,10.760527,106.67274,accommodation;hotel,4.9,0,0,0,23
42,Khách Sạn Yến Trang 2,10.768282,106.693996,accommodation;hotel,4.9,0,0,0,23
43,Khách Sạn Đức Minh,10.751878,106.674079,accommodation;hotel,4.9,0,0,0,23
44,Khách Sạn Đức Thiện,10.772748,106.67049,accommodation;hotel,4.9,0,0,0,23
45,Khách sạn Lotus Central Saigon,10.769201,106.69758,accommodation;hotel,4.9,0,0,0,23
46,Khách sạn Renaissance Riverside Sài Gòn,10.774359,106.706221,accommodation;hotel,4.9,0,0,0,23
47,Khách sạn Thắng Lợi,10.338344,107.091059,accommodation;hotel,4.9,0,0,0,23
48,Lan Hương,10.337396,107.089764,accommodation;hotel,4.9,0,0,0,23
49,Minh Chau,10.654863,107.039178,accommodation;hotel,4.9,0,0,0,23
50,Mỹ Phước Hotel,10.342641,107.076303,accommodation;hotel,4.9,0,0,0,23
51,Nhà Khách Kings Valley,10.787649,106.681264,accommodation;hotel,4.9,0,0,0,23
52,Nhà anh quyền,10.766269,106.622407,accommodation;hotel,4.9,0,0,0,23
53,Pacific Hotel Vung Tau,10.346873,107.074648,accommodation;hotel,4.9,0,0,0,23
54,Phòng trọ,11.016051,106.530499,accommodation;hotel,4.9,0,0,0,23
55,Phòng trọ Niên,10.995002,106.661794,accommodation;hotel,4.9,0,0,0,23
56,Rainbow Hotel,10.33881,107.071941,accommodation;hotel,4.9,0,0,0,23
57,Saigon 85,10.333535,107.088732,accommodation;hotel,4.9,0,0,0,23
58,Sammy,10.342649,107.093833,accommodation;hotel,4.9,0,0,0,23
59,Thuan Thien Hotel,10.771713,106.695652,accommodation;hotel,4.9,0,0,0,23
60,Vien Ngoc Xanh 1 Hotel,10.797556,106.663757,accommodation;hotel,4.9,0,0,0,23
61,Vy da Backpacker 2,10.765462,106.695437,accommodation;hotel,4.9,0,0,0,23
62,ÊMM HOTEL SAIGON,10.784855,106.69067,accommodation;hotel,4.9,0,0,0,23
63,777,10.351238,106.379072,accommodation;hotel,4.8,0,0,0,23
64,Bay Hotel,10.780801,106.706926,accommodation;hotel,4.8,0,0,0,23
65,Continental Saigon Hotel,10.775752,106.70461,accommodation;hotel,4.8,0,0,0,23
66,Diểm My,11.13954,106.608967,accommodation;hotel,4.8,0,0,0,23
67,Funny Guesthouse,10.767443,106.691122,accommodation;hotel,4.8,0,0,0,23
68,Gianni,10.336508,107.082985,accommodation;hotel,4.8,0,0,0,23
69,Hotel Cao Nguyen,11.138872,106.610923,accommodation;hotel,4.8,0,0,0,23
70,Hoàng Minh Châu,10.659776,107.036889,accommodation;hotel,4.8,0,0,0,23
71,Khách Sạn & Spa Alagon D'antique,10.771846,106.694084,accommodation;hotel,4.8,0,0,0,23
72,Khách Sạn Bạch Mai,10.831505,106.72463,accommodation;hotel,4.8,0,0,0,23
73,Khách Sạn Cao Sơn,10.797672,106.690239,accommodation;hotel,4.8,0,0,0,23
74,Khách Sạn Cống Quỳnh,10.7663,106.689556,accommodation;hotel,4.8,0,0,0,23
75,Khách Sạn GK Central,10.774494,106.697584,accommodation;hotel,4.8,0,0,0,23
76,Khách Sạn Green Suites,10.765043,106.691225,accommodation;hotel,4.8,0,0,0,23
77,Khách Sạn Icon 36,10.771484,106.689972,accommodation;hotel,4.8,0,0,0,23
78,Khách Sạn Inn Saigon,10.768794,106.690561,accommodation;hotel,4.8,0,0,0,23
79,Khách Sạn Lala,10.766601,106.689871,accommodation;hotel,4.8,0,0,0,23
80,Khách Sạn Nana,10.845314,106.671479,accommodation;hotel,4.8,0,0,0,23
81,Khách Sạn Nguyễn Anh,10.824812,106.719285,accommodation;hotel,4.8,0,0,0,23
82,Khách Sạn Ngọc Vàng,10.806875,106.676602,accommodation;hotel,4.8,0,0,0,23
83,Khách Sạn Oscar,10.774778,106.703384,accommodation;hotel,4.8,0,0,0,23
84,Khách Sạn Pandora,10.773583,106.674957,accommodation;hotel,4.8,0,0,0,23
85,Khách Sạn Saigon Friends,10.769641,106.69207,accommodation;hotel,4.8,0,0,0,23
86,Khách Sạn Sông Tiền Annex,10.353504,106.367846,accommodation;hotel,4.8,0,0,0,23
87,Khách Sạn Thanh Liêm,10.767746,106.693376,accommodation;hotel,4.8,0,0,0,23
88,Khách Sạn Thanh Long,10.77043,106.650936,accommodation;hotel,4.8,0,0,0,23
89,Khách Sạn Thanh Vy,10.770457,106.650805,accommodation;hotel,4.8,0,0,0,23
90,Khách Sạn White Lotus,10.777695,106.705501,accommodation;hotel,4.8,0,0,0,23
91,Khách sạn Caravelle Saigon,10.776187,106.703645,accommodation;hotel,4.8,0,0,0,23
92,Khách sạn Equatorial,10.763346,106.679193,accommodation;hotel,4.8,0,0,0,23
93,La Castle,10.333127,107.087946,accommodation;hotel,4.8,0,0,0,23
94,Lavender Boutique,10.77274,106.695194,accommodation;hotel,4.8,0,0,0,23
95,Liberty Central Hotel,10.774039,106.706233,accommodation;hotel,4.8,0,0,0,23
96,Long Vu,10.577384,107.053938,accommodation;hotel,4.8,0,0,0,23
97,Mai mai,10.767201,106.693197,accommodation;hotel,4.8,0,0,0,23
98,Minh Trang,10.329652,107.087614,accommodation;hotel,4.8,0,0,0,23
99,Nhà trọ...Bi Da BiBo,10.916991,106.771963,accommodation;hotel,4.8,0,0,0,23
100,Pullman Hotel,10.348554,107.094564,accommodation;hotel,4.8,0,0,0,23
101,Ruby,10.333266,107.088543,accommodation;hotel,4.8,0,0,0,23
102,Saigon Pink 2,10.771947,106.696804,accommodation;hotel,4.8,0,0,0,23
103,Tiến An,10.362467,107.061731,accommodation;hotel,4.8,0,0,0,23
104,Xanh,10.354575,107.091094,accommodation;hotel,4.8,0,0,0,23
105,Đình Phát,10.768969,106.698324,accommodation;hotel,4.8,0,0,0,23
106,Đồi Dừa,10.329458,107.086138,accommodation;hotel,4.8,0,0,0,23
107,Base Backpacker,10.765033,106.694879,accommodation;hotel,4.7,0,0,0,23
108,BeauChamp Villa,10.581403,106.32572,accommodation;hotel,4.7,0,0,0,23
109,Cap Saint Jacques Hotel,10.350927,107.099827,accommodation;hotel,4.7,0,0,0,23
110,Green hotel,10.337459,107.090925,accommodation;hotel,4.7,0,0,0,23
111,Hoai An Hotel,10.336574,107.083993,accommodation;hotel,4.7,0,0,0,23
112,Hotel Thuong Villa,11.13875,106.611346,accommodation;hotel,4.7,0,0,0,23
113,Hồng Thanh,10.368499,107.064444,accommodation;hotel,4.7,0,0,0,23
114,Khách Sạn An Tĩnh,10.764088,106.655426,accommodation;hotel,4.7,0,0,0,23
115,Khách Sạn Bed Station,10.766881,106.693738,accommodation;hotel,4.7,0,0,0,23
116,Khách Sạn Compass Park View,10.772384,106.692939,accommodation;hotel,4.7,0,0,0,23
117,Khách Sạn Cảng Sài Gòn,10.765735,106.706621,accommodation;hotel,4.7,0,0,0,23
118,Khách Sạn Cựu Kim Sơn,10.794562,106.666827,accommodation;hotel,4.7,0,0,0,23
119,Khách Sạn Liva,10.798397,106.658141,accommodation;hotel,4.7,0,0,0,23
120,Khách Sạn Lý Cường 2,10.751485,106.609618,accommodation;hotel,4.7,0,0,0,23
121,Khách Sạn Mai Yến,10.781706,106.668381,accommodation;hotel,4.7,0,0,0,23
122,Khách Sạn Ngọc Thanh Vân,10.829963,106.641609,accommodation;hotel,4.7,0,0,0,23
123,Khách Sạn OYO 111 Apa Saigon,10.79126,106.690013,accommodation;hotel,4.7,0,0,0,23
124,Khách Sạn Phong Phú,10.765384,106.646459,accommodation;hotel,4.7,0,0,0,23
125,Khách Sạn Queen Ann,10.771007,106.689416,accommodation;hotel,4.7,0,0,0,23
126,Khách Sạn Rex,10.775586,106.701106,accommodation;hotel,4.7,0,0,0,23
127,Khách Sạn Rosa & Spa,10.774511,106.696574,accommodation;hotel,4.7,0,0,0,23
128,Khách Sạn Saigon Center,10.76809,106.694963,accommodation;hotel,4.7,0,0,0,23
129,Khách Sạn Sakura Saigon,10.770308,106.692773,accommodation;hotel,4.7,0,0,0,23
130,Khách Sạn Sophia,10.780279,106.703634,accommodation;hotel,4.7,0,0,0,23
131,Khách Sạn Thanh Nam,10.851425,106.609459,accommodation;hotel,4.7,0,0,0,23
132,Khách Sạn Thiên Hải,10.772271,106.695135,accommodation;hotel,4.7,0,0,0,23
133,Khách Sạn Thiên Hồng Phúc,10.827057,106.717673,accommodation;hotel,4.7,0,0,0,23
134,Khách Sạn Thái Anh 2,10.797174,106.688622,accommodation;hotel,4.7,0,0,0,23
135,Khách Sạn Town House 373,10.766464,106.690108,accommodation;hotel,4.7,0,0,0,23
136,Khách Sạn Vietnam Guide Home,10.762138,106.688325,accommodation;hotel,4.7,0,0,0,23
137,Khách Sạn Vitamin Smile,10.764318,106.695363,accommodation;hotel,4.7,0,0,0,23
138,Khách Sạn Yến Trang 2,10.773367,106.668868,accommodation;hotel,4.7,0,0,0,23
139,Khách Sạn Đệ Nhất,10.7962,106.66017,accommodation;hotel,4.7,0,0,0,23
140,Khách sạn Liberty Central Sài Gòn CityPoint,10.774682,106.70061,accommodation;hotel,4.7,0,0,0,23
141,Khách sạn Minh Châu,10.778492,106.672881,accommodation;hotel,4.7,0,0,0,23
142,Khách sạn Sofitel Plaza Saigon,10.783981,106.702606,accommodation;hotel,4.7,0,0,0,23
143,Liberty 4,10.768018,106.692337,accommodation;hotel,4.7,0,0,0,23
144,Mia Saigon Luxury Boutique Hotel,10.809989,106.751104,accommodation;hotel,4.7,0,0,0,23
145,Nhà Hàng - Khách Sạn Chương Dương,10.35238,106.365484,accommodation;hotel,4.7,0,0,0,23
146,Nhà Khách Ms.Hai,10.767393,106.692692,accommodation;hotel,4.7,0,0,0,23
147,Nhà Khách Tao Đàn,10.774812,106.697415,accommodation;hotel,4.7,0,0,0,23
148,Ocean star hotel,10.330984,107.088218,accommodation;hotel,4.7,0,0,0,23
149,PP BackPackers,10.767053,106.690845,accommodation;hotel,4.7,0,0,0,23
150,Regal Luxury,10.768862,106.698402,accommodation;hotel,4.7,0,0,0,23
151,"Saigon Authentic Alley Hostel - BF, Gym, Billiard",10.758532,106.7006,accommodation;hotel,4.7,0,0,0,23
152,Saigon Hanoi Hotel,10.794304,106.675953,accommodation;hotel,4.7,0,0,0,23
153,Saigon Rooftops Hostel,10.762141,106.692581,accommodation;hotel,4.7,0,0,0,23
154,Spring Hotel,10.351848,107.100025,accommodation;hotel,4.7,0,0,0,23
155,Tai Nguyen,10.359289,107.09769,accommodation;hotel,4.7,0,0,0,23
156,The Art - Nice to Home Saigon,10.761331,106.693357,accommodation;hotel,4.7,0,0,0,23
157,The Cozi House - Hostel & Coffee,10.770576,106.689505,accommodation;hotel,4.7,0,0,0,23
158,city backpackers hostel,10.770883,106.693093,accommodation;hotel,4.7,0,0,0,23
159,mrs Hangs Homestay,10.745528,106.683679,accommodation;hotel,4.7,0,0,0,23
160,springhotel,10.779331,106.702786,accommodation;hotel,4.7,0,0,0,23
161,Ben Tre Garden Farmstay,10.310196,106.332001,accommodation;hotel,4.6,0,0,0,23
162,Blessing Central Hotel,10.771843,106.695673,accommodation;hotel,4.6,0,0,0,23
163,Elios Hotel,10.768186,106.692535,accommodation;hotel,4.6,0,0,0,23
164,Full House Hostel real location,10.767566,106.693018,accommodation;hotel,4.6,0,0,0,23
165,Grandma Lu Hostel,10.789351,106.675226,accommodation;hotel,4.6,0,0,0,23
166,Hangout,10.767176,106.689587,accommodation;hotel,4.6,0,0,0,23
167,Hoàng Triều Entertainment,10.730795,106.708283,accommodation;hotel,4.6,0,0,0,23
168,Ibis Styles,10.336365,107.090253,accommodation;hotel,4.6,0,0,0,23
169,Khai Hoan,10.993587,106.664634,accommodation;hotel,4.6,0,0,0,23
170,Khách sạn Tân Thủ Đô,10.753903,106.658211,accommodation;hotel,4.6,0,0,0,23
171,Khác Sạn Minh Minh Tâm,10.770945,106.6726,accommodation;hotel,4.6,0,0,0,23
172,Khách Sạn Cherry,10.779025,106.705093,accommodation;hotel,4.6,0,0,0,23
173,Khách Sạn Dragon Palace,10.768986,106.694186,accommodation;hotel,4.6,0,0,0,23
174,Khách Sạn Dung Xuyên,10.773338,106.670938,accommodation;hotel,4.6,0,0,0,23
175,Khách Sạn Holiday Inn & Suites Saigon Airport,10.80176,106.655063,accommodation;hotel,4.6,0,0,0,23
176,Khách Sạn Hương Sen,10.775111,106.704408,accommodation;hotel,4.6,0,0,0,23
177,Khách Sạn Iris,10.8064,106.664214,accommodation;hotel,4.6,0,0,0,23
178,Khách Sạn Minh Hiếu,10.772554,106.672055,accommodation;hotel,4.6,0,0,0,23
179,Khách Sạn Northern,10.77748,106.705192,accommodation;hotel,4.6,0,0,0,23
180,Khách Sạn Quy Thanh,10.772458,106.694196,accommodation;hotel,4.6,0,0,0,23
181,Khách Sạn S Phuot Airport,10.807521,106.666314,accommodation;hotel,4.6,0,0,0,23
182,Khách Sạn Spotlight,10.766279,106.689736,accommodation;hotel,4.6,0,0,0,23
183,Khách Sạn Thanh Quỳnh,10.798659,106.687968,accommodation;hotel,4.6,0,0,0,23
184,Khách Sạn Đại Huy Hoàng,10.767241,106.690976,accommodation;hotel,4.6,0,0,0,23
185,Khách sạn Phú Thọ,10.762351,106.657669,accommodation;hotel,4.6,0,0,0,23
186,LA LA Land Hostel,10.765525,106.691073,accommodation;hotel,4.6,0,0,0,23
187,Luci's house Hostel,10.769388,106.691007,accommodation;hotel,4.6,0,0,0,23
188,Mi Linh,10.815215,106.668176,accommodation;hotel,4.6,0,0,0,23
189,Motel 16,10.337245,107.089906,accommodation;hotel,4.6,0,0,0,23
190,Motel Hải Phong,10.337258,107.089829,accommodation;hotel,4.6,0,0,0,23
191,My House,10.339566,107.072221,accommodation;hotel,4.6,0,0,0,23
192,Nhà Khách Saigon Home,10.76543,106.699237,accommodation;hotel,4.6,0,0,0,23
193,Nhà Khách Thanh,10.767335,106.69325,accommodation;hotel,4.6,0,0,0,23
194,Nhà Khách Tiền Giang,10.353953,106.363985,accommodation;hotel,4.6,0,0,0,23
195,Saigon Authentic Hostel,10.75915,106.699497,accommodation;hotel,4.6,0,0,0,23
196,Saigon CuCu Hostel,10.761936,106.689569,accommodation;hotel,4.6,0,0,0,23
197,Sanouva,10.773257,106.696208,accommodation;hotel,4.6,0,0,0,23
198,Spiced - Coliving + Coworking Space (Formerly Start Campus),10.795423,106.732723,accommodation;hotel,4.6,0,0,0,23
199,Tan Hoang Long Hotel,10.774799,106.704134,accommodation;hotel,4.6,0,0,0,23
200,Thinh Gia Phat Hotel,10.804827,106.647496,accommodation;hotel,4.6,0,0,0,23
201,Ô Cấp,10.333099,107.073149,accommodation;hotel,4.6,0,0,0,23
202,Annata Beach Hotel,10.34895,107.097939,accommodation;hotel,4.5,0,0,0,23
203,Bunker Bed & Breakfast,10.790309,106.698701,accommodation;hotel,4.5,0,0,0,23
204,Cheerful House,10.770409,106.693845,accommodation;hotel,4.5,0,0,0,23
205,Golden Wind Hotel,10.768114,106.692969,accommodation;hotel,4.5,0,0,0,23
206,Hilton Saigon,10.775061,106.7057,accommodation;hotel,4.5,0,0,0,23
207,Huy Hùng,10.337175,107.090697,accommodation;hotel,4.5,0,0,0,23
208,In The Woods hostel,10.769451,106.69153,accommodation;hotel,4.5,0,0,0,23
209,Khách Sạn 4 Roses,10.767305,106.679013,accommodation;hotel,4.5,0,0,0,23
210,Khách Sạn A&EM,10.779258,106.704738,accommodation;hotel,4.5,0,0,0,23
211,Khách Sạn Cap Town,10.772061,106.695201,accommodation;hotel,4.5,0,0,0,23
212,Khách Sạn Cinnamon,10.771513,106.692318,accommodation;hotel,4.5,0,0,0,23
213,Khách Sạn Grand Silverland,10.773678,106.697009,accommodation;hotel,4.5,0,0,0,23
214,Khách Sạn Hoa Hướng Dương,10.772989,106.671828,accommodation;hotel,4.5,0,0,0,23
215,Khách Sạn Jungle House,10.76654,106.689855,accommodation;hotel,4.5,0,0,0,23
216,Khách Sạn Kelly,10.774184,106.69703,accommodation;hotel,4.5,0,0,0,23
217,Khách Sạn Kim Thư,10.827031,106.717634,accommodation;hotel,4.5,0,0,0,23
218,Khách Sạn Linh Đan,10.796532,106.689501,accommodation;hotel,4.5,0,0,0,23
219,Khách Sạn Mismo,10.848651,106.678332,accommodation;hotel,4.5,0,0,0,23
220,Khách Sạn Misu Home,10.760941,106.687652,accommodation;hotel,4.5,0,0,0,23
221,Khách Sạn Mỹ Kim,10.742865,106.609689,accommodation;hotel,4.5,0,0,0,23
222,Khách Sạn Novotel Saigon Centre,10.784568,106.696055,accommodation;hotel,4.5,0,0,0,23
223,Khách Sạn Quang Trung 2,10.842019,106.64364,accommodation;hotel,4.5,0,0,0,23
224,Khách Sạn Saigon River,10.775381,106.704711,accommodation;hotel,4.5,0,0,0,23
225,Khách Sạn Sunny,10.792368,106.688233,accommodation;hotel,4.5,0,0,0,23
226,Khách Sạn Tesla,10.766015,106.690618,accommodation;hotel,4.5,0,0,0,23
227,Khách Sạn Vinh,10.768523,106.693335,accommodation;hotel,4.5,0,0,0,23
228,Khách Sạn Wink,10.791135,106.700343,accommodation;hotel,4.5,0,0,0,23
229,Khách Sạn Âu Lạc,10.772093,106.703677,accommodation;hotel,4.5,0,0,0,23
230,Khách sạn Kim Ngân,10.349954,107.0917,accommodation;hotel,4.5,0,0,0,23
231,Khách sạn Minh Khang,10.774784,106.68886,accommodation;hotel,4.5,0,0,0,23
232,La Hostel Central,10.773948,106.705337,accommodation;hotel,4.5,0,0,0,23
233,Ngọc Hạnh Hotel,10.331093,107.088354,accommodation;hotel,4.5,0,0,0,23
234,Polygon,10.773944,106.696822,accommodation;hotel,4.5,0,0,0,23
235,Prague hôtel,10.768546,106.694199,accommodation;hotel,4.5,0,0,0,23
236,Quans place,10.809914,106.715002,accommodation;hotel,4.5,0,0,0,23
237,Rosana Apartment Hotel,11.140304,106.63376,accommodation;hotel,4.5,0,0,0,23
238,Saigon Star Hotel,10.775212,106.690502,accommodation;hotel,4.5,0,0,0,23
239,Sao Mai Hotel,10.770272,106.688357,accommodation;hotel,4.5,0,0,0,23
240,Sea View Residence,10.32889,107.079284,accommodation;hotel,4.5,0,0,0,23
241,Silverland Charner,10.772179,106.70348,accommodation;hotel,4.5,0,0,0,23
242,Thanh nam,10.33438,107.089557,accommodation;hotel,4.5,0,0,0,23
243,Tuyết Mai,10.32968,107.087539,accommodation;hotel,4.5,0,0,0,23
244,Vietnam Guide Home (updated),10.767954,106.688526,accommodation;hotel,4.5,0,0,0,23
245,nhà vũ lực,10.939821,106.765163,accommodation;hotel,4.5,0,0,0,23
246,득 브엉호텔,10.765762,106.69095,accommodation;hotel,4.5,0,0,0,23
247,33 hotel,10.338036,107.089221,accommodation;hotel,4.4,0,0,0,23
248,Au Lac Legend Hotel,10.780933,106.69588,accommodation;hotel,4.4,0,0,0,23
249,Bicycle Hotel,10.333027,107.081912,accommodation;hotel,4.4,0,0,0,23
250,Boston,10.501164,107.099779,accommodation;hotel,4.4,0,0,0,23
251,Green Tea,10.791093,106.680552,accommodation;hotel,4.4,0,0,0,23
252,Hoang Mai,10.333457,107.089472,accommodation;hotel,4.4,0,0,0,23
253,Hong Hac Hotel Boutique,10.776504,106.691462,accommodation;hotel,4.4,0,0,0,23
254,Hotel Quỳnh Anh,10.534987,106.414227,accommodation;hotel,4.4,0,0,0,23
255,Hoàng Yến,10.35154,107.072311,accommodation;hotel,4.4,0,0,0,23
256,Hàng Quyên,10.37647,107.070682,accommodation;hotel,4.4,0,0,0,23
257,Jan Hostel,10.766164,106.693299,accommodation;hotel,4.4,0,0,0,23
258,Jovia Hotel,10.773632,106.696484,accommodation;hotel,4.4,0,0,0,23
259,KS Dong Phuong 11 storeys,10.787415,106.664334,accommodation;hotel,4.4,0,0,0,23
260,Khách Sạn 939,10.765137,106.697385,accommodation;hotel,4.4,0,0,0,23
261,Khách Sạn Aluna,10.771781,106.696558,accommodation;hotel,4.4,0,0,0,23
262,Khách Sạn Aston,10.767256,106.693822,accommodation;hotel,4.4,0,0,0,23
263,Khách Sạn Beautiful,10.76819,106.694052,accommodation;hotel,4.4,0,0,0,23
264,Khách Sạn Beautiful Saigon 3,10.768131,106.694152,accommodation;hotel,4.4,0,0,0,23
265,Khách Sạn Gia Huy,10.771848,106.696659,accommodation;hotel,4.4,0,0,0,23
266,Khách Sạn Hong Kong Kaiteki,10.767848,106.694771,accommodation;hotel,4.4,0,0,0,23
267,Khách Sạn Horizon,10.763385,106.695891,accommodation;hotel,4.4,0,0,0,23
268,Khách Sạn Hạnh,10.814868,106.709565,accommodation;hotel,4.4,0,0,0,23
269,Khách Sạn Khánh Nguyên,10.771437,106.662109,accommodation;hotel,4.4,0,0,0,23
270,Khách Sạn Khói,10.766799,106.689667,accommodation;hotel,4.4,0,0,0,23
271,Khách Sạn Lan Anh,10.768185,106.693735,accommodation;hotel,4.4,0,0,0,23
272,Khách Sạn Lotte Legend,10.778903,106.706596,accommodation;hotel,4.4,0,0,0,23
273,Khách Sạn MGallery Des Arts Saigon,10.78219,106.697273,accommodation;hotel,4.4,0,0,0,23
274,Khách Sạn Mifuki Boutique,10.771858,106.695101,accommodation;hotel,4.4,0,0,0,23
275,Khách Sạn Ngọc Vũ,10.80646,106.677556,accommodation;hotel,4.4,0,0,0,23
276,Khách Sạn Phương Nam,10.377862,106.891065,accommodation;hotel,4.4,0,0,0,23
277,Khách Sạn Silverland Yến,10.774313,106.696189,accommodation;hotel,4.4,0,0,0,23
278,Khách Sạn Sonnet Saigon,10.776698,106.691264,accommodation;hotel,4.4,0,0,0,23
279,Khách Sạn Sài Gòn 1979,10.766244,106.689568,accommodation;hotel,4.4,0,0,0,23
280,Khách Sạn Sông Thương,10.805632,106.677939,accommodation;hotel,4.4,0,0,0,23
281,Khách Sạn Vườn Sài Gòn,10.772465,106.67099,accommodation;hotel,4.4,0,0,0,23
282,Khách Sạn Ánh Linh,10.836162,106.680996,accommodation;hotel,4.4,0,0,0,23
283,Khách Sạn Đất Phù Sa,10.827043,106.734812,accommodation;hotel,4.4,0,0,0,23
284,Khách sạn Golf Phú Mỹ,10.600039,107.053752,accommodation;hotel,4.4,0,0,0,23
285,Khách sạn Hà Thành,10.330631,107.084856,accommodation;hotel,4.4,0,0,0,23
286,Khách sạn Palace Saigon,10.774526,106.703659,accommodation;hotel,4.4,0,0,0,23
287,Khách sạn The Mira Central Park,10.959697,106.833651,accommodation;hotel,4.4,0,0,0,23
288,Lan Sai Gon,10.767505,106.698831,accommodation;hotel,4.4,0,0,0,23
289,Language Exchange Hostel 2,10.771571,106.684609,accommodation;hotel,4.4,0,0,0,23
290,Laura,10.368517,107.062608,accommodation;hotel,4.4,0,0,0,23
291,Lucky Hotel,10.336486,107.082503,accommodation;hotel,4.4,0,0,0,23
292,Minh Tai,10.356501,106.367306,accommodation;hotel,4.4,0,0,0,23
293,NOVENA HOTEL,10.329446,107.087177,accommodation;hotel,4.4,0,0,0,23
294,New Wave Hotel,10.340962,107.09217,accommodation;hotel,4.4,0,0,0,23
295,Nhật Hải,10.336828,107.090615,accommodation;hotel,4.4,0,0,0,23
296,Phòng trọ,11.015842,106.532141,accommodation;hotel,4.4,0,0,0,23
297,Phòng trọ Hoa Xuân,10.863111,106.685806,accommodation;hotel,4.4,0,0,0,23
298,Sunny Saigon,10.767887,106.693956,accommodation;hotel,4.4,0,0,0,23
299,The Cap,10.350405,107.098323,accommodation;hotel,4.4,0,0,0,23
300,Truong Tien 1,10.370499,106.36481,accommodation;hotel,4.4,0,0,0,23
301,Trường Ân,10.329626,107.087691,accommodation;hotel,4.4,0,0,0,23
302,Vietnam Guide Home,10.767975,106.688637,accommodation;hotel,4.4,0,0,0,23
303,Vietnam guide home,10.767949,106.688457,accommodation;hotel,4.4,0,0,0,23
304,Winston hotel.,10.81855,106.71906,accommodation;hotel,4.4,0,0,0,23
305,139 Lê lợi - hóc môn,10.895304,106.585199,accommodation;hotel,4.3,0,0,0,23
